# csv-sha256: aaca1a4bea7875c0282380f0126c04f61bcf8b68d6721a10b01eb412d6318d9f
old_path,new_name,change_types,reason
Icon_ItemIcons/256/ItemIcon_Battle,Icon_Item_Battle,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Bomb,Icon_Item_Bomb,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Book_1_Green,Icon_Item_Book_1_Green,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Book_1_Purple,Icon_Item_Book_1_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Book_2_Brown,Icon_Item_Book_2_Brown,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Calendar,Icon_Item_Calendar,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Card_1,Icon_Item_Card_1,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Card_2_Blue,Icon_Item_Card_2_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Card_2_Green,Icon_Item_Card_2_Green,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Card_2_Purple,Icon_Item_Card_2_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Card_2_Yellow,Icon_Item_Card_2_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chat,Icon_Item_Chat,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chest_Gold,Icon_Item_Chest_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chest_Premium,Icon_Item_Chest_Premium,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chest_Silver,Icon_Item_Chest_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chest_Special,Icon_Item_Chest_Special,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Chest_Wood,Icon_Item_Chest_Wood,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Clover,Icon_Item_Clover,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Coin_Gold,Icon_Item_Coin_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Coin_Silver,Icon_Item_Coin_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Compass,Icon_Item_Compass,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Crown_1,Icon_Item_Crown_1,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Crown_2,Icon_Item_Crown_2,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Drop,Icon_Item_Drop,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Dungeon,Icon_Item_Dungeon,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Energy_Blue,Icon_Item_Energy_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Energy_Purple,Icon_Item_Energy_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_File,Icon_Item_File,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Friend,Icon_Item_Friend,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Armor,Icon_Item_Gear_Armor,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Bow,Icon_Item_Gear_Bow,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Hammer,Icon_Item_Gear_Hammer,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Helmet,Icon_Item_Gear_Helmet,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Ring,Icon_Item_Gear_Ring,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Shield_Metal,Icon_Item_Gear_Shield_Metal,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gear_Sword,Icon_Item_Gear_Sword,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_GearWheel,Icon_Item_GearWheel,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gem_Diamond_Blue,Icon_Item_Gem_Diamond_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gem_Triangle_Green,Icon_Item_Gem_Triangle_Green,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_GemStone_Red,Icon_Item_GemStone_Red,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gift_Purple,Icon_Item_Gift_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Gift_Yellow,Icon_Item_Gift_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Heart,Icon_Item_Heart,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Key_Bronze,Icon_Item_Key_Bronze,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Key_Gold,Icon_Item_Key_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Key_Silver,Icon_Item_Key_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Mail,Icon_Item_Mail,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Map,Icon_Item_Map,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Meat,Icon_Item_Meat,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Bronze_1,Icon_Item_Medal_Bronze_1,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Bronze_2,Icon_Item_Medal_Bronze_2,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Gold_1,Icon_Item_Medal_Gold_1,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Gold_2,Icon_Item_Medal_Gold_2,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Silver_1,Icon_Item_Medal_Silver_1,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Medal_Silver_2,Icon_Item_Medal_Silver_2,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Potion_Green,Icon_Item_Potion_Green,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Potion_Purple,Icon_Item_Potion_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Potion_Purple_ATK,Icon_Item_Potion_Purple_ATK,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Potion_Purple_DEF,Icon_Item_Potion_Purple_DEF,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Potion_Purple_HP,Icon_Item_Potion_Purple_HP,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Ranking,Icon_Item_Ranking,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Ranking_Gold,Icon_Item_Ranking_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Scroll,Icon_Item_Scroll,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Scroll_Feather,Icon_Item_Scroll_Feather,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Shop,Icon_Item_Shop,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_Attack,Icon_Item_Skill_Attack,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_Critical,Icon_Item_Skill_Critical,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_Damage,Icon_Item_Skill_Damage,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_DamageEnemy,Icon_Item_Skill_DamageEnemy,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_Defense,Icon_Item_Skill_Defense,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skill_Health,Icon_Item_Skill_Health,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skull_Boss,Icon_Item_Skull_Boss,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Skull_Boss_Red,Icon_Item_Skull_Boss_Red,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Spin,Icon_Item_Spin,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Star,Icon_Item_Star,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Star_Disable,Icon_Item_Star_Disable,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Star_Rate,Icon_Item_Star_Rate,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Ticket_Gold,Icon_Item_Ticket_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Timer_Blue,Icon_Item_Timer_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Timer_Gold,Icon_Item_Timer_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Timer_Gold_gray,Icon_Item_Timer_Gold_gray,prefix-realign,prefix-realign
Icon_ItemIcons/256/ItemIcon_Trophy,Icon_Item_Trophy,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ad,Icon_Item_Ad,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Badge_Clan_Sword,Icon_Item_Badge_Clan_Sword,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Badge_Token_Crown,Icon_Item_Badge_Token_Crown,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Bag,Icon_Item_Bag,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Battery,Icon_Item_Battery,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Battle,Icon_Item_Battle,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Bomb,Icon_Item_Bomb,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Book_1_Green,Icon_Item_Book_1_Green,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Book_1_Purple,Icon_Item_Book_1_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Book_2_Brown,Icon_Item_Book_2_Brown,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Calendar,Icon_Item_Calendar,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Calendar_Gray,Icon_Item_Calendar_Gray,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Card_1,Icon_Item_Card_1,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Card_2_Blue,Icon_Item_Card_2_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Card_2_Green,Icon_Item_Card_2_Green,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Card_2_Purple,Icon_Item_Card_2_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Card_2_Yellow,Icon_Item_Card_2_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chat,Icon_Item_Chat,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chest_Gold,Icon_Item_Chest_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chest_Premium,Icon_Item_Chest_Premium,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chest_Silver,Icon_Item_Chest_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chest_Special,Icon_Item_Chest_Special,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Chest_Wood,Icon_Item_Chest_Wood,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Clover,Icon_Item_Clover,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Coin_Silver,Icon_Item_Coin_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Compass,Icon_Item_Compass,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Crown_1,Icon_Item_Crown_1,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Crown_2,Icon_Item_Crown_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Drop,Icon_Item_Drop,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Dungeon,Icon_Item_Dungeon,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Energy_Blue,Icon_Item_Energy_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Energy_Purple,Icon_Item_Energy_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_File,Icon_Item_File,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Friend,Icon_Item_Friend,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Armor,Icon_Item_Gear_Armor,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Bow,Icon_Item_Gear_Bow,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Hammer,Icon_Item_Gear_Hammer,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Helmet,Icon_Item_Gear_Helmet,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Ring,Icon_Item_Gear_Ring,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Shield_Metal,Icon_Item_Gear_Shield_Metal,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gear_Sword,Icon_Item_Gear_Sword,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_GearWheel,Icon_Item_GearWheel,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gem_Diamond_Blue,Icon_Item_Gem_Diamond_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gem_Triangle_Green,Icon_Item_Gem_Triangle_Green,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gift_Purple,Icon_Item_Gift_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Gift_Yellow,Icon_Item_Gift_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Heart,Icon_Item_Heart,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Key_Bronze,Icon_Item_Key_Bronze,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Key_Gold,Icon_Item_Key_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Key_Silver,Icon_Item_Key_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Mail,Icon_Item_Mail,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Map,Icon_Item_Map,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Meat,Icon_Item_Meat,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Bronze_1,Icon_Item_Medal_Bronze_1,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Bronze_2,Icon_Item_Medal_Bronze_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Gold_1,Icon_Item_Medal_Gold_1,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Gold_2,Icon_Item_Medal_Gold_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Silver_1,Icon_Item_Medal_Silver_1,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Medal_Silver_2,Icon_Item_Medal_Silver_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Potion_Green,Icon_Item_Potion_Green,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Potion_Purple,Icon_Item_Potion_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ranking,Icon_Item_Ranking,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ranking_Gold,Icon_Item_Ranking_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Scroll,Icon_Item_Scroll,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Scroll_Feather,Icon_Item_Scroll_Feather,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Shop,Icon_Item_Shop,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_Attack,Icon_Item_Skill_Attack,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_Critical,Icon_Item_Skill_Critical,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_Damage,Icon_Item_Skill_Damage,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_DamageEnemy,Icon_Item_Skill_DamageEnemy,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_Defense,Icon_Item_Skill_Defense,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skill_Health,Icon_Item_Skill_Health,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skull_Boss,Icon_Item_Skull_Boss,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skull_Boss_Red,Icon_Item_Skull_Boss_Red,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Skull_Boss_White,Icon_Item_Skull_Boss_White,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Spin,Icon_Item_Spin,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star,Icon_Item_Star,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_2,Icon_Item_Star_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_Disable,Icon_Item_Star_Disable,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_Disable_2,Icon_Item_Star_Disable_2,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_Purple,Icon_Item_Star_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_Rate,Icon_Item_Star_Rate,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Star_Rate_Disabled,Icon_Item_Star_Rate_Disabled,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ticket_Gold,Icon_Item_Ticket_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ticket_Gold_Empty,Icon_Item_Ticket_Gold_Empty,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ticket_Purple_Empty,Icon_Item_Ticket_Purple_Empty,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Ticket_Silver_Empty,Icon_Item_Ticket_Silver_Empty,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Timer_Blue,Icon_Item_Timer_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Timer_Gold,Icon_Item_Timer_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/512/ItemIcon_Trophy,Icon_Item_Trophy,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Ad,Icon_Item_Ad,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Badge_Clan_Sword,Icon_Item_Badge_Clan_Sword,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Badge_Token_Crown,Icon_Item_Badge_Token_Crown,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Bag,Icon_Item_Bag,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Battery,Icon_Item_Battery,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Battle,Icon_Item_Battle,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Bomb,Icon_Item_Bomb,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Book_1_Green,Icon_Item_Book_1_Green,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Book_1_Purple,Icon_Item_Book_1_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Book_2_Brown,Icon_Item_Book_2_Brown,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Calendar,Icon_Item_Calendar,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Card_1,Icon_Item_Card_1,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Card_2_Blue,Icon_Item_Card_2_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Card_2_Green,Icon_Item_Card_2_Green,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Card_2_Purple,Icon_Item_Card_2_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Card_2_Yellow,Icon_Item_Card_2_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chat,Icon_Item_Chat,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chest_Gold,Icon_Item_Chest_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chest_Premium,Icon_Item_Chest_Premium,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chest_Silver,Icon_Item_Chest_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chest_Special,Icon_Item_Chest_Special,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Chest_Wood,Icon_Item_Chest_Wood,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Clover,Icon_Item_Clover,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Coin_Gold,Icon_Item_Coin_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Coin_Silver,Icon_Item_Coin_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Compass,Icon_Item_Compass,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Crown_1,Icon_Item_Crown_1,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Crown_2,Icon_Item_Crown_2,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Drop,Icon_Item_Drop,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Dungeon,Icon_Item_Dungeon,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Energy_Blue,Icon_Item_Energy_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Energy_Purple,Icon_Item_Energy_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_File,Icon_Item_File,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Friend,Icon_Item_Friend,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Armor,Icon_Item_Gear_Armor,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Bow,Icon_Item_Gear_Bow,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Hammer,Icon_Item_Gear_Hammer,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Helmet,Icon_Item_Gear_Helmet,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Ring,Icon_Item_Gear_Ring,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Shield_Metal,Icon_Item_Gear_Shield_Metal,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gear_Sword,Icon_Item_Gear_Sword,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_GearWheel,Icon_Item_GearWheel,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gem_Diamond_Blue,Icon_Item_Gem_Diamond_Blue,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gem_Triangle_Green,Icon_Item_Gem_Triangle_Green,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_GemStone_Red,Icon_Item_GemStone_Red,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gift_Purple,Icon_Item_Gift_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Gift_Yellow,Icon_Item_Gift_Yellow,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Heart,Icon_Item_Heart,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Key_Bronze,Icon_Item_Key_Bronze,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Key_Gold,Icon_Item_Key_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Key_Silver,Icon_Item_Key_Silver,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Mail,Icon_Item_Mail,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Map,Icon_Item_Map,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Meat,Icon_Item_Meat,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Bronze_1,Icon_Item_Medal_Bronze_1,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Bronze_2,Icon_Item_Medal_Bronze_2,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Gold_1,Icon_Item_Medal_Gold_1,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Gold_2,Icon_Item_Medal_Gold_2,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Silver_1,Icon_Item_Medal_Silver_1,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Medal_Silver_2,Icon_Item_Medal_Silver_2,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Potion_Green,Icon_Item_Potion_Green,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Potion_Purple,Icon_Item_Potion_Purple,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Ranking,Icon_Item_Ranking,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Ranking_Gold,Icon_Item_Ranking_Gold,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Scroll,Icon_Item_Scroll,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Scroll_Feather,Icon_Item_Scroll_Feather,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Shop,Icon_Item_Shop,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_Attack,Icon_Item_Skill_Attack,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_Critical,Icon_Item_Skill_Critical,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_Damage,Icon_Item_Skill_Damage,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_DamageEnemy,Icon_Item_Skill_DamageEnemy,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_Defense,Icon_Item_Skill_Defense,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skill_Health,Icon_Item_Skill_Health,prefix-realign,prefix-realign
Icon_ItemIcons/Original/ItemIcon_Skull_Boss,Icon_Item_Skull_Boss,prefix-realign,prefix-realign
